15,15,1,1
16,4,2,1,0.0,0,-8355712
12,1,1,1,3.1415927,0,-8355712
11,1,2,1,0.0,0,-8355712
12,1,3,1,1.5707964,0,-8355712
21,1,4,2,0.0,0,-8355840
12,1,6,1,3.1415927,0,-8355712
11,1,7,1,0.0,0,-8355712
12,1,8,1,1.5707964,0,-8355712
4,2,2,1,1.5707964,0,-16744448
12,2,3,1,4.712389,0,-8355712
11,2,4,2,0.0,0,-8355712
12,2,6,1,0.0,0,-8355712
4,2,7,1,1.5707964,0,-16744448
11,3,1,2,1.5707964,0,-8355712
2,3,2,1,4.712389,0,-16744448
1,3,3,4,0.0,0,-16744448
2,3,7,1,0.0,0,-16744448
11,3,8,2,1.5707964,0,-8355712
12,4,1,1,4.712389,0,-8355712
16,4,2,1,0.0,0,-8355712
11,4,3,5,0.0,0,-8355712
12,4,8,1,0.0,0,-8355712
