15,15,5,2
16,1,7,1,0.0,0,-8355712
2,0,1,1,3.1415927,0,-16744448
1,0,2,8,0.0,0,-16744448
4,0,10,1,0.0,0,-16744448
21,1,2,2,0.0,0,-8355840
12,1,6,5,3.1415927,0,-8355712
16,1,7,1,0.0,0,-8355712
12,1,8,6,1.5707964,0,-8355712
2,2,6,1,3.1415927,0,-16744448
1,2,7,1,0.0,0,-16744448
2,2,8,1,1.5707964,0,-16744448
21,3,4,1,0.0,0,-8355840
2,3,5,1,3.1415927,0,-16744448
2,3,6,1,0.0,0,-16744448
1,3,8,10,4.712389,0,-16744448
2,4,4,1,3.1415927,0,-16744448
2,4,5,1,0.0,0,-16744448
4,5,3,1,1.5707964,0,-16744448
1,5,4,4,4.712389,0,-16744448
11,7,2,2,1.5707964,0,-8355712
1,7,3,2,1.5707964,0,-16744448
4,8,3,1,4.712389,0,-16744448
11,8,13,2,1.5707964,0,-8355712
2,9,4,1,4.712389,0,-16744448
1,9,5,2,0.0,0,-16744448
2,9,7,1,1.5707964,0,-16744448
1,10,1,10,1.5707964,0,-16744448
4,10,7,1,4.712389,0,-16744448
21,10,14,6,1.5707964,0,-8355840
2,11,1,1,4.712389,0,-16744448
2,11,2,1,1.5707964,0,-16744448
12,11,5,4,4.712389,0,-8355712
12,11,6,2,1.5707964,0,-8355712
2,12,2,1,4.712389,0,-16744448
1,12,4,2,3.1415927,0,-16744448
2,12,5,1,1.5707964,0,-16744448
1,13,5,1,1.5707964,0,-16744448
11,13,7,1,1.5707964,0,-8355712
4,13,8,1,4.712389,0,-16744448
4,14,5,1,4.712389,0,-16744448
21,14,6,2,1.5707964,0,-8355840
12,14,7,1,4.712389,0,-8355712
12,14,8,6,0.0,0,-8355712
